trial,stimulus,chosen_action,correct_action,is_correct,accuracy
193,letter-C,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_c', l=0)",True,0.5233160621761658
194,letter-A,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_a', l=0)",False,0.520618556701031
195,letter-B,chunk(id='no_action'),"feature(d='act#type', v='press_b', l=0)",False,0.517948717948718
196,letter-C,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_c', l=0)",True,0.5204081632653061
197,letter-C,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_c', l=0)",True,0.5228426395939086
198,letter-B,"feature(d='act#type', v='press_a', l=0)","feature(d='act#type', v='press_b', l=0)",False,0.5202020202020202
199,letter-A,"feature(d='act#type', v='press_b', l=0)","feature(d='act#type', v='press_a', l=0)",False,0.5175879396984925
200,letter-C,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_c', l=0)",True,0.52
201,letter-C,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_c', l=0)",True,0.5223880597014925
202,letter-A,"feature(d='act#type', v='press_a', l=0)","feature(d='act#type', v='press_a', l=0)",True,0.5247524752475248
203,letter-B,chunk(id='no_action'),"feature(d='act#type', v='press_b', l=0)",False,0.5221674876847291
204,letter-B,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_b', l=0)",False,0.5196078431372549
205,letter-C,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_c', l=0)",True,0.5219512195121951
206,letter-C,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_c', l=0)",True,0.5242718446601942
207,letter-C,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_c', l=0)",True,0.5265700483091788
208,letter-C,"feature(d='act#type', v='press_c', l=0)","feature(d='act#type', v='press_c', l=0)",True,0.5288461538461539
